alert_id,client_id,client_name,provincia,comunidad_autonoma,zone,agent_id,product_id,alert_type,risk_level,client_value,churn_probability,purchase_propensity,predicted_next_purchase,last_order_date,alert_score,explanation,ctx_productos_afectados,ctx_n_productos,ctx_gasto_anual_real,ctx_gasto_esperado,ctx_dias_desde_compra,ctx_tiempo_medio_recompra,ctx_zscore_momento,ctx_potencial_clase,ctx_num_compras_anteriores,ctx_total_compras_otros,ctx_vuelve_a_comprar,inference_reference_date,inference_window_start,inference_window_end
ALT-A6C5C7B7,1000067731,Gabinete Dental Brillante,Valencia,Comunitat Valenciana,east,5,3408,Producto 3408,Alto,Medio,97.52,96.74,2025-07-16,2025-05-07,134.3,"La darrera compra d'aquest producte va ser fa 568 dies (mitjana habitual: 184 dies, retard de 383 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,687.19,619.62,568.0,184.3205158128136,-0.707,muy_positivo,2,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-9DB2DC9B,24914,Centro Odontológico Dr. Fernández,Albacete,Castilla-La Mancha,south,9,4567,Producto 4567,Alto,Medio,96.92,97.96,2025-04-29,2025-04-24,134.3,"La darrera compra d'aquest producte va ser fa 457 dies (mitjana habitual: 299 dies, retard de 157 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4567,1,113.23,139.59,457.0,299.14503950834063,1.045,muy_positivo,3,16,0,2025-12-29,2024-06-29,2025-09-29
ALT-44A5501D,1000078533,Odontología Dr. Rubio,Cáceres,Extremadura,south,7,Total,Total,Medio,Alto,96.92,98.63,2025-05-20,2025-03-26,192.51,"La darrera compra va ser fa 132 dies (dins la seva freqüència habitual de 173 dies). La despesa anual real (2215€) supera la mitjana esperada (1195€) en un 85%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 5099, 5116",3,2214.64,1194.9,132.0,173.38372602259787,-1.151,muy_positivo,3,16,0,2025-12-29,2024-06-29,2025-09-29
ALT-D8D805C4,41499,Policlínica Dental Dr. Núñez,Ciudad Real,Castilla-La Mancha,south,7,Total,Total,Medio,Alto,96.54,98.7,2025-06-29,2025-04-08,191.83,"La darrera compra va ser fa 145 dies (dins la seva freqüència habitual de 206 dies). La despesa anual real en aquest producte (66€) és un 33% inferior a la mitjana esperada (98€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4911, 5107, 5108",4,66.16,98.31,145.0,206.84758128469468,-0.612,muy_positivo,3,92,0,2025-12-29,2024-06-29,2025-09-29
ALT-63D7EDC5,1000082092,Centro Odontológico Blanco,Granada,Andalucía,south,8,Total,Total,Medio,Alto,97.01,97.72,2025-04-30,2025-02-10,191.81,"La darrera compra d'aquest producte va ser fa 1097 dies (mitjana habitual: 108 dies, retard de 988 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","5099, 5103, 5106, 5107, 5382",5,239.83,232.14,1097.0,108.2549207630968,1.129,muy_positivo,3,44,0,2025-12-29,2024-06-29,2025-09-29
ALT-61A77B26,1000066520,Gabinete Dental Gil,Guadalajara,Castilla-La Mancha,south,9,Total,Total,Medio,Alto,98.32,94.76,2025-12-07,2025-09-03,191.48,"La darrera compra d'aquest producte va ser fa 140 dies (mitjana habitual: 123 dies, retard de 16 dies). La despesa anual real (4217€) supera la mitjana esperada (1217€) en un 246%. La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 5115, 5118",3,4216.86,1217.37,140.0,123.55541627493992,-0.435,muy_positivo,5,54,0,2025-12-29,2024-06-29,2025-09-29
ALT-D19F34AA,1000066387,Centro Odontológico Gómez y Gómez,Cádiz,Andalucía,south,8,Total,Total,Medio,Alto,97.98,94.71,2025-12-16,2025-09-03,190.77,"La darrera compra d'aquest producte va ser fa 814 dies (mitjana habitual: 150 dies, retard de 663 dies). La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","5099, 5103, 5115",3,721.7,762.01,814.0,150.6395395799677,0.538,muy_positivo,3,39,0,2025-12-29,2024-06-29,2025-09-29
ALT-68FC8B4F,36838,Clínica Dental Torres,Toledo,Castilla-La Mancha,south,8,Total,Total,Medio,Alto,96.97,96.07,2025-06-19,2025-03-19,190.13,"La darrera compra d'aquest producte va ser fa 789 dies (mitjana habitual: 108 dies, retard de 680 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","5099, 5108, 5118",3,268.75,260.41,789.0,108.2549207630968,0.0,muy_positivo,1,14,0,2025-12-29,2024-06-29,2025-09-29
ALT-8A3661F8,1000066475,Centro Odontológico Rubio - Gallega,Sta.Cruz Tenerife,Canarias,canary,12,Total,Total,Medio,Alto,95.54,97.14,2026-01-12,2025-09-10,188.35,"La darrera compra d'aquest producte va ser fa 1602 dies (mitjana habitual: 184 dies, retard de 1417 dies). La despesa anual real (62€) supera la mitjana esperada (47€) en un 32%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4911, 5099, 5108",4,61.76,46.94,1602.0,184.3205158128136,0.0,muy_positivo,1,114,0,2025-12-29,2024-06-29,2025-09-29
ALT-AA6C3828,37653,Policlínica Dental Salud Sánchez,Ciudad Real,Castilla-La Mancha,south,7,Total,Total,Medio,Alto,95.41,97.4,2025-08-06,2025-07-08,188.34,"La darrera compra d'aquest producte va ser fa 768 dies (mitjana habitual: 299 dies, retard de 468 dies). La despesa anual real (102€) supera la mitjana esperada (63€) en un 64%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4567, 5100, 5102",3,102.33,62.52,768.0,299.14503950834063,0.707,muy_positivo,2,149,0,2025-12-29,2024-06-29,2025-09-29
ALT-4403FB32,1000075177,Clínica Odontológica Vitaldent Ramírez,Badajoz,Extremadura,south,8,Total,Total,Medio,Alto,98.96,90.09,2025-05-22,2025-05-21,188.11,"La darrera compra d'aquest producte va ser fa 170 dies (mitjana habitual: 134 dies, retard de 35 dies). La despesa anual real en aquest producte (398€) és un 56% inferior a la mitjana esperada (897€). La propensió de compra és alta (90/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4912, 5117, 5119",4,397.52,896.66,170.0,134.17444825463818,1.297,muy_positivo,6,165,0,2025-12-29,2024-06-29,2025-09-29
ALT-E5387BF9,16947,Clínica Odontológica Cortés - Vasca,Barcelona,Cataluña,east,4,Total,Total,Medio,Alto,95.28,97.09,2025-03-11,2025-01-16,187.78,"La darrera compra d'aquest producte va ser fa 546 dies (mitjana habitual: 304 dies, retard de 241 dies). La despesa anual real (138€) supera la mitjana esperada (74€) en un 87%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3399, 3408, 5099, 5108",4,137.97,73.69,546.0,304.20054945054943,-0.707,muy_positivo,2,26,0,2025-12-29,2024-06-29,2025-09-29
ALT-36329E55,37464,Centro Odontológico Cruz,Valladolid,Castilla y León,north,1,Total,Total,Medio,Alto,96.49,94.52,2025-12-15,2025-09-02,187.7,"La darrera compra d'aquest producte va ser fa 1442 dies (mitjana habitual: 138 dies, retard de 1303 dies). La despesa anual real (1410€) supera la mitjana esperada (884€) en un 60%. La propensió de compra és alta (95/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4911, 5107, 5115, 5381",4,1409.99,883.99,1442.0,138.92322383498853,1.154,muy_positivo,3,70,0,2025-12-29,2024-06-29,2025-09-29
ALT-C0BB0A50,1000080252,Gabinete Dental Gutiérrez - Natural,A Coruña,Galicia,north,1,Total,Total,Medio,Medio,99.05,98.3,2025-09-09,2025-09-03,137.49,"La darrera compra d'aquest producte va ser fa 435 dies (mitjana habitual: 184 dies, retard de 250 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4565, 4566, 5099, 5100, 5102, 5115",7,73.29,73.86,435.0,184.3205158128136,1.159,muy_positivo,4,17,0,2025-12-29,2024-06-29,2025-09-29
ALT-59DE95AE,1000074347,Centro Odontológico Domínguez - Perfecta,Madrid,Comunidad de Madrid,south,9,Total,Total,Medio,Medio,98.54,98.13,2024-12-07,2024-12-02,136.66,"La darrera compra d'aquest producte va ser fa 370 dies (mitjana habitual: 158 dies, retard de 211 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","178, 4566, 5107",3,688.04,716.83,370.0,158.4045798388423,0.839,muy_positivo,4,11,0,2025-12-29,2024-06-29,2025-09-29
ALT-EE468E8F,1000100210,Gabinete Dental Riojana,Madrid,Comunidad de Madrid,south,9,Total,Total,Medio,Medio,98.54,97.98,2025-03-21,2025-02-19,136.57,"La darrera compra d'aquest producte va ser fa 475 dies (mitjana habitual: 134 dies, retard de 340 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567, 4912",4,397.52,482.49,475.0,134.17444825463818,0.707,muy_positivo,2,10,0,2025-12-29,2024-06-29,2025-09-29
ALT-E441E7E5,23103,Dental Ortiz y Ortiz,Alicante,Comunitat Valenciana,east,4,Total,Total,Medio,Medio,99.42,96.22,2025-07-26,2025-06-16,136.56,"La darrera compra d'aquest producte va ser fa 398 dies (mitjana habitual: 158 dies, retard de 239 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4911, 4912",3,1328.79,1214.57,398.0,158.4045798388423,-0.987,muy_positivo,3,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-59901669,19776,Dental Cano y Cano,Lugo,Galicia,north,1,Total,Total,Medio,Medio,99.11,96.65,2025-09-10,2025-08-26,136.44,"La darrera compra d'aquest producte va ser fa 301 dies (mitjana habitual: 158 dies, retard de 142 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 5099, 5108",3,295.29,311.83,301.0,158.4045798388423,0.191,muy_positivo,6,7,0,2025-12-29,2024-06-29,2025-09-29
ALT-F1A1A205,8206,Policlínica Dental Gómez - Bienestar,Sta.Cruz Tenerife,Canarias,canary,11,Total,Total,Medio,Medio,98.69,97.4,2025-09-29,2025-09-12,136.37,"La darrera compra d'aquest producte va ser fa 329 dies (mitjana habitual: 299 dies, retard de 29 dies). La despesa anual real en aquest producte (151€) és un 29% inferior a la mitjana esperada (212€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","178, 3408, 4566, 4567, 5099, 5115",6,150.97,212.49,329.0,299.14503950834063,-0.044,muy_positivo,5,26,0,2025-12-29,2024-06-29,2025-09-29
ALT-E28D6CFD,30148,Clínica Dental Pascual,Asturias,Asturias,north,2,Total,Total,Medio,Medio,98.61,97.42,2025-07-11,2025-03-14,136.27,"La darrera compra va ser fa 29 dies (dins la seva freqüència habitual de 150 dies). La despesa anual real (1959€) supera la mitjana esperada (738€) en un 165%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","5099, 5103, 5115, 5116",4,1958.89,738.13,29.0,150.6395395799677,-0.707,muy_positivo,2,13,0,2025-12-29,2024-06-29,2025-09-29
ALT-84908D8E,2973,Dental Castillo - Extremeña,Madrid,Comunidad de Madrid,south,7,Total,Total,Medio,Medio,98.04,98.39,2025-10-20,2025-09-29,136.15,"La darrera compra d'aquest producte va ser fa 725 dies (mitjana habitual: 158 dies, retard de 566 dies). La despesa anual real (354€) supera la mitjana esperada (256€) en un 38%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 5099, 5103, 5115, 5116, 5119",7,354.35,256.44,725.0,158.4045798388423,1.307,muy_positivo,4,28,0,2025-12-29,2024-06-29,2025-09-29
ALT-9270935D,1000080873,Instituto Dental Dr. Morales,Badajoz,Extremadura,south,7,Total,Total,Medio,Medio,98.99,96.08,2025-04-19,2025-03-19,135.87,"La darrera compra d'aquest producte va ser fa 320 dies (mitjana habitual: 158 dies, retard de 161 dies). La propensió de compra és alta (96/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4911, 4912",4,1328.79,1414.24,320.0,158.4045798388423,-0.595,muy_positivo,4,8,0,2025-12-29,2024-06-29,2025-09-29
ALT-FA463BE8,21582,Sonrisa Herrera,Murcia,Región de Murcia,east,4,Total,Total,Medio,Medio,97.7,98.63,2024-11-05,2024-09-12,135.84,"La darrera compra d'aquest producte va ser fa 533 dies (mitjana habitual: 158 dies, retard de 374 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 4911, 4912, 5103",4,573.36,518.14,533.0,158.4045798388423,0.707,muy_positivo,2,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-4695C7C8,1000078757,Instituto Dental Dr. Serrano,Granada,Andalucía,south,9,Total,Total,Medio,Medio,97.49,99.05,2025-04-03,2025-03-04,135.84,"La darrera compra d'aquest producte va ser fa 382 dies (mitjana habitual: 158 dies, retard de 223 dies). La despesa anual real (1772€) supera la mitjana esperada (1448€) en un 22%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4566, 4911, 4912, 5099, 5107",6,1771.71,1447.79,382.0,158.4045798388423,0.707,muy_positivo,2,11,0,2025-12-29,2024-06-29,2025-09-29
ALT-F0D380FC,5718,Instituto Dental Confianza Moreno,Badajoz,Extremadura,south,7,Total,Total,Medio,Medio,98.19,97.56,2025-10-09,2025-09-05,135.8,"La darrera compra d'aquest producte va ser fa 267 dies (mitjana habitual: 184 dies, retard de 82 dies). La despesa anual real (715€) supera la mitjana esperada (577€) en un 24%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4567, 5100",3,714.66,577.08,267.0,184.3205158128136,-1.108,muy_positivo,4,8,0,2025-12-29,2024-06-29,2025-09-29
ALT-B8297833,42766,Policlínica Dental Lozano - Canaria,Girona,Cataluña,east,5,Total,Total,Medio,Medio,97.97,97.41,2025-09-20,2025-09-03,135.38,"La darrera compra d'aquest producte va ser fa 337 dies (mitjana habitual: 173 dies, retard de 163 dies). La despesa anual real en aquest producte (266€) és un 32% inferior a la mitjana esperada (391€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4566, 4567",3,265.77,390.88,337.0,173.38372602259787,1.134,muy_positivo,3,6,0,2025-12-29,2024-06-29,2025-09-29
ALT-117EB21E,42233,Andaluza Molina,Murcia,Región de Murcia,east,6,Total,Total,Medio,Medio,98.02,97.27,2025-09-23,2025-08-18,135.36,"La darrera compra d'aquest producte va ser fa 651 dies (mitjana habitual: 173 dies, retard de 477 dies). La despesa anual real en aquest producte (148€) és un 43% inferior a la mitjana esperada (258€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","178, 4565, 4567",3,147.64,258.33,651.0,173.38372602259787,0.707,muy_positivo,2,10,0,2025-12-29,2024-06-29,2025-09-29
ALT-A8C20CF6,1000100949,Gabinete Dental González,Alicante,Comunitat Valenciana,east,4,Total,Total,Medio,Medio,99.12,94.27,2025-09-16,2025-08-28,134.79,"La darrera compra d'aquest producte va ser fa 279 dies (mitjana habitual: 158 dies, retard de 120 dies). La despesa anual real en aquest producte (709€) és un 28% inferior a la mitjana esperada (985€). La propensió de compra és alta (94/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4566, 5099, 5102",3,708.7,985.05,279.0,158.4045798388423,0.707,muy_positivo,2,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-6A523464,37335,Dental Integral Álvarez,Sevilla,Andalucía,south,7,Total,Total,Medio,Medio,97.16,97.95,2025-10-07,2025-09-23,134.63,"La darrera compra d'aquest producte va ser fa 511 dies (mitjana habitual: 206 dies, retard de 304 dies). La despesa anual real (186€) supera la mitjana esperada (112€) en un 66%. La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","178, 3408, 4566",3,186.01,111.92,511.0,206.2482853223594,0.51,muy_positivo,3,19,0,2025-12-29,2024-06-29,2025-09-29
ALT-AB967AAC,40612,Balear Navarro,Las Palmas,Canarias,canary,11,Total,Total,Medio,Medio,96.68,98.87,2024-08-16,2024-07-10,134.59,"La darrera compra d'aquest producte va ser fa 596 dies (mitjana habitual: 158 dies, retard de 437 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4565, 4566, 4911, 5382",4,143.34,139.64,596.0,158.4045798388423,0.707,muy_positivo,2,7,0,2025-12-29,2024-06-29,2025-09-29
ALT-E5705EA6,39289,Odontología Gallega Álvarez,Madrid,Comunidad de Madrid,south,8,Total,Total,Medio,Medio,97.08,97.72,2025-10-17,2025-09-12,134.36,"La darrera compra d'aquest producte va ser fa 347 dies (mitjana habitual: 134 dies, retard de 212 dies). La despesa anual real en aquest producte (270€) és un 28% inferior a la mitjana esperada (376€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","4911, 4912, 5099",3,270.32,376.02,347.0,134.17444825463818,-0.497,muy_positivo,4,23,0,2025-12-29,2024-06-29,2025-09-29
ALT-815F070E,1000080071,Dental Bienestar Vázquez,Salamanca,Castilla y León,north,3,Total,Total,Medio,Medio,97.33,97.15,2024-12-20,2024-12-11,134.33,"La darrera compra d'aquest producte va ser fa 307 dies (mitjana habitual: 158 dies, retard de 148 dies). La despesa anual real (2494€) supera la mitjana esperada (1939€) en un 29%. La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4567",3,2494.13,1938.97,307.0,158.4045798388423,1.058,muy_positivo,3,9,0,2025-12-29,2024-06-29,2025-09-29
ALT-7A7B11C2,477,Dental Claro Gutiérrez,Sevilla,Andalucía,south,7,Total,Total,Medio,Medio,96.5,98.82,2024-12-01,2024-09-09,134.3,"La darrera compra d'aquest producte va ser fa 970 dies (mitjana habitual: 184 dies, retard de 785 dies). La despesa anual real (142€) supera la mitjana esperada (67€) en un 113%. La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4566, 4912, 5108",4,142.34,66.94,970.0,184.3205158128136,0.707,muy_positivo,2,22,0,2025-12-29,2024-06-29,2025-09-29
ALT-79DDF7B1,27724,Navarra Medina,Las Palmas,Canarias,canary,11,4565,Producto 4565,Medio,Bajo,99.31,97.77,2025-08-09,2025-07-09,78.57,"La darrera compra d'aquest producte va ser fa 365 dies (mitjana habitual: 173 dies, retard de 191 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,147.64,141.64,365.0,173.38372602259787,-0.799,muy_positivo,3,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-DD80DE33,12008,Centro Dental Blanco,A Coruña,Galicia,north,3,4565,Producto 4565,Medio,Bajo,98.35,98.88,2025-04-29,2025-01-24,78.24,"La darrera compra d'aquest producte va ser fa 687 dies (mitjana habitual: 173 dies, retard de 513 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,430.02,478.44,687.0,173.38372602259787,0.707,muy_positivo,2,1,0,2025-12-29,2024-06-29,2025-09-29
ALT-A788AC14,16816,Odontología Suárez y Suárez,Madrid,Comunidad de Madrid,south,8,4566,Producto 4566,Medio,Bajo,99.16,97.22,2025-11-15,2025-08-26,78.22,"La darrera compra d'aquest producte va ser fa 720 dies (mitjana habitual: 158 dies, retard de 561 dies). La despesa anual real en aquest producte (96€) és un 61% inferior a la mitjana esperada (244€). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,96.12,244.0,720.0,158.4045798388423,-0.707,muy_positivo,2,5,0,2025-12-29,2024-06-29,2025-09-29
ALT-EDD83592,1000079276,Precisa Pérez,Madrid,Comunidad de Madrid,south,9,Total,Total,Medio,Bajo,98.56,98.09,2025-01-11,2024-12-02,78.09,"La darrera compra d'aquest producte va ser fa 704 dies (mitjana habitual: 158 dies, retard de 545 dies). La despesa anual real en aquest producte (172€) és un 50% inferior a la mitjana esperada (344€). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat. El risc afecta múltiples línies de producte, la qual cosa apunta a un canvi global en la relació comercial.","3408, 4565, 4566",3,172.01,344.35,704.0,158.4045798388423,0.707,muy_positivo,2,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-2305F249,1000100605,Clínica Dental Vázquez y Vázquez,Alicante,Comunitat Valenciana,east,5,4566,Producto 4566,Medio,Bajo,98.83,97.02,2025-07-19,2025-07-04,77.89,"La darrera compra d'aquest producte va ser fa 294 dies (mitjana habitual: 158 dies, retard de 135 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,590.57,682.31,294.0,158.4045798388423,0.707,muy_positivo,2,2,0,2025-12-29,2024-06-29,2025-09-29
ALT-D7276AFC,1000100920,Policlínica Dental Navarro - Sonrisa,Barcelona,Cataluña,east,5,4565,Producto 4565,Medio,Bajo,97.93,98.6,2025-07-19,2025-07-08,77.79,"La darrera compra d'aquest producte va ser fa 273 dies (mitjana habitual: 173 dies, retard de 99 dies). La despesa anual real en aquest producte (354€) és un 25% inferior a la mitjana esperada (471€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,354.35,471.02,273.0,173.38372602259787,0.707,muy_positivo,2,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-E4BDFEB8,1000100920,Policlínica Dental Navarro - Sonrisa,Barcelona,Cataluña,east,5,4566,Producto 4566,Medio,Bajo,97.67,99.0,2025-07-19,2025-07-08,77.74,"La darrera compra d'aquest producte va ser fa 273 dies (mitjana habitual: 158 dies, retard de 114 dies). La despesa anual real en aquest producte (236€) és un 33% inferior a la mitjana esperada (355€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,236.22,354.62,273.0,158.4045798388423,0.707,muy_positivo,2,4,0,2025-12-29,2024-06-29,2025-09-29
ALT-EAFAF567,2121,Clínica Dental Excelencia,Pontevedra,Galicia,north,1,4566,Producto 4566,Medio,Bajo,97.6,99.05,2025-05-31,2025-02-19,77.71,"La darrera compra d'aquest producte va ser fa 755 dies (mitjana habitual: 158 dies, retard de 596 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,573.36,638.66,755.0,158.4045798388423,0.707,muy_positivo,2,0,0,2025-12-29,2024-06-29,2025-09-29
ALT-48B6624C,3343,Odontología Muñoz,Málaga,Andalucía,south,8,4565,Producto 4565,Medio,Bajo,97.54,99.06,2025-01-25,2024-12-04,77.66,"La darrera compra d'aquest producte va ser fa 723 dies (mitjana habitual: 173 dies, retard de 549 dies). La despesa anual real en aquest producte (86€) és un 29% inferior a la mitjana esperada (121€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,86.0,120.52,723.0,173.38372602259787,0.707,muy_positivo,2,5,0,2025-12-29,2024-06-29,2025-09-29
ALT-A5424364,2439,Policlínica Dental Pascual,Sta.Cruz Tenerife,Canarias,canary,10,4566,Producto 4566,Medio,Bajo,97.71,98.4,2024-10-24,2024-09-27,77.54,"La darrera compra d'aquest producte va ser fa 504 dies (mitjana habitual: 158 dies, retard de 345 dies). La propensió de compra és alta (98/100), cosa que suggereix que el client continua actiu en el mercat.",4566,1,286.68,244.94,504.0,158.4045798388423,0.978,muy_positivo,3,3,0,2025-12-29,2024-06-29,2025-09-29
ALT-260F640C,21294,Clínica Odontológica Álvarez,Madrid,Comunidad de Madrid,south,7,4565,Producto 4565,Medio,Bajo,96.92,98.99,2025-01-15,2024-11-20,77.15,"La darrera compra d'aquest producte va ser fa 744 dies (mitjana habitual: 173 dies, retard de 570 dies). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",4565,1,466.51,394.67,744.0,173.38372602259787,0.707,muy_positivo,2,2,0,2025-12-29,2024-06-29,2025-09-29
ALT-42AD7950,3343,Odontología Muñoz,Málaga,Andalucía,south,8,3408,Producto 3408,Medio,Bajo,96.88,99.02,2025-01-21,2024-12-04,77.13,"La darrera compra d'aquest producte va ser fa 723 dies (mitjana habitual: 184 dies, retard de 538 dies). La despesa anual real en aquest producte (53€) és un 29% inferior a la mitjana esperada (75€). La propensió de compra és alta (99/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,53.38,74.79,723.0,184.3205158128136,0.707,muy_positivo,2,5,0,2025-12-29,2024-06-29,2025-09-29
ALT-ED875EA9,1000071997,Dental Vitaldent Domínguez,Las Palmas,Canarias,canary,11,3408,Producto 3408,Medio,Bajo,97.89,96.82,2025-03-14,2025-02-07,77.07,"La darrera compra d'aquest producte va ser fa 368 dies (mitjana habitual: 184 dies, retard de 183 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,88.96,109.25,368.0,184.3205158128136,0.127,muy_positivo,4,0,0,2025-12-29,2024-06-29,2025-09-29
ALT-718EFFFC,21405,Dental Dr. Ortiz,Cádiz,Andalucía,south,7,3408,Producto 3408,Medio,Bajo,97.8,96.98,2025-03-11,2025-02-19,77.06,"La darrera compra d'aquest producte va ser fa 394 dies (mitjana habitual: 184 dies, retard de 209 dies). La propensió de compra és alta (97/100), cosa que suggereix que el client continua actiu en el mercat.",3408,1,355.82,434.42,394.0,184.3205158128136,0.707,muy_positivo,4,0,0,2025-12-29,2024-06-29,2025-09-29
